Reference,Track_1,Track_2,Track_3,Track_4,Characteristic_1,Fluid_Fraction
210.4536278,595.90389,76.990382,1.36880481,16.7399,0.10274388,0.038551945
210.2952681,593.59393,75.195046,1.44968996,16.87148,0.102141528,0.038736498
210.1359621,590.62607,72.7021898,1.51320655,17.02499,0.101360576,0.038493533
209.9766562,588.20646,73.0932017,1.49895205,16.95189,0.100717992,0.038718019
209.8173502,587.32926,76.105872,1.37800079,16.51329,0.100483744,0.038795458
209.6583596,587.54856,73.951615,1.22482705,15.8627,0.1005424,0.038718176
209.4993691,587.76786,72.7636669,1.15281624,15.34369,0.100601056,0.038688891
209.340694,588.42576,67.912093,1.19114257,15.02205,0.100776648,0.038630245
209.1820189,591.28397,60.3520179,1.26299256,15.53375,0.101534288,0.03857747
209.0230284,589.96817,58.4553653,1.28450589,16.3744,0.101186488,0.039237305
208.8637224,587.32926,61.5781973,1.27453505,17.02499,0.100483744,0.040214723
208.7041009,586.22545,61.0891583,1.31025171,17.30277,0.100188208,0.041600633
208.544795,584.47105,65.5863434,1.40144396,17.27353,0.099715576,0.041962536
208.385489,587.76786,63.1447303,1.44900282,17.12733,0.100601056,0.041449749
208.2264984,588.42576,67.3011232,1.39724071,16.813,0.100776648,0.041354771
208.0675079,590.40677,72.6092066,1.29604107,16.87879,0.101302672,0.040988484
207.9088328,586.89066,68.8347612,1.19603296,17.25891,0.100366432,0.041520533
207.7501577,580.72102,73.18041,1.12880289,17.50014,0.09869624,0.04328933
207.5905363,574.58062,77.871237,1.14992879,17.91681,0.0969986,0.04448685
207.4312303,563.58638,79.420226,1.28537578,17.96798,0.09386652,0.046350077
207.2719243,560.50887,73.585384,1.4201137,17.89488,0.09296788,0.046449674
207.1126183,560.50887,71.9298152,1.4359764,17.86564,0.09296788,0.04542136
206.9536278,561.82467,83.513826,1.48203671,17.71213,0.09335328,0.043772284
206.7946372,566.54693,87.464881,1.74090574,17.4709,0.09472192,0.040898361
206.6359621,569.41245,85.619106,2.09758988,17.28084,0.095541224,0.038598925
206.4769716,570.50895,84.826702,2.31051556,17.16388,0.095852552,0.03679223
206.3176656,540.611781,82.144663,2.17286826,17.15657,0.086909768,0.039143736
206.1580442,523.440591,75.518879,1.72679744,17.48552,0.081311128,0.039556377
205.9981073,487.081382,73.738163,1.24457867,18.16535,0.058181112,0.056542857
205.8375394,423.214643,67.4452764,0.97796835,18.75015,0.04295988,0.079912197
205.6763407,420.02529,67.1148644,0.91486112,18.81594,0.040334648,0.071057563
205.5141956,423.81187,72.9073084,0.84312078,18.5674,0.041338944,0.064518339
205.351735,430.35432,74.103663,0.7453276,18.50892,0.039360056,0.066672137
205.1895899,415.186801,70.7160628,0.706693519,18.79401,0.034440773,0.078588927
205.0271293,411.34101,65.5741357,0.75293,19.1522,0.031582646,0.087584031
204.8649842,401.11432,71.6064939,0.84232399,19.16682,0.033915426,0.080117343
204.7031546,432.444249,83.910028,0.95472986,18.82325,0.041369776,0.062496633
204.5410095,452.451719,86.08256,1.04183582,18.46506,0.048461512,0.051280706
204.3788644,457.50366,83.921724,1.03242785,18.31886,0.0500926,0.049169738
204.2167192,463.86336,79.515256,0.95869919,18.31155,0.048017832,0.052421772
204.0561514,462.01393,76.496226,0.93142558,18.3481,0.046737928,0.053817313
203.8955836,460.58848,64.855051,0.97161596,18.35541,0.047839608,0.04707443
203.7353312,457.28436,63.8103058,0.9929904,18.31886,0.048939032,0.039083837
203.5757098,449.80623,70.8004202,0.91437135,18.20921,0.048389696,0.032241434
203.4154574,439.58685,82.720691,0.80747722,18.09956,0.048043024,0.03132
203.2539432,429.91572,92.343575,0.82904903,17.82909,0.05337884,0.03132
203.092429,453.219269,93.220775,1.03565156,17.23698,0.068723776,0.03132
202.9321767,472.590769,90.891809,1.25060942,17.52207,0.068065776,0.03132
202.7719243,481.5828,95.414506,1.21927145,17.6171,0.065651856,0.03132
202.6119874,463.111161,96.886009,1.07668259,17.89488,0.057553944,0.031320078
202.4523659,446.846411,82.885897,0.92847234,18.92559,0.039331104,0.037083585
202.2927445,422.109371,85.339864,0.81113222,19.48846,0.029120147,0.075024476
202.1305994,389.901511,85.013838,0.728487553,19.58349,0.025786719,0.109804788
201.9687697,384.84957,77.184828,0.68268821,19.5908,0.024479818,0.145942587
201.8082019,387.70778,65.8670474,0.691285501,19.58349,0.024795057,0.161220483
201.6479495,428.306058,59.578693,0.78298872,19.41536,0.02925577,0.14263911
201.4895899,476.961418,64.343351,0.98366284,18.99138,0.040019184,0.108433755
201.3347003,487.73782,61.2388671,1.13158069,18.53816,0.050030936,0.089584596
201.1798107,502.905339,58.4204235,1.25625274,18.26038,0.057223064,0.079168347
201.0255521,528.585369,53.7823016,1.31070493,18.06301,0.061421104,0.074190659
200.8716088,535.44288,54.0262363,1.32286146,17.84371,0.064752088,0.070738491
200.7157729,540.5014,68.2207943,1.29264923,17.70482,0.065783456,0.070464676
200.5589905,551.49564,81.238954,1.24945444,17.75599,0.063848184,0.074010491
200.4015773,555.18719,82.049633,1.20196137,17.86564,0.061000736,0.079808841
200.2419558,559.18576,76.022538,1.17502402,17.84371,0.060540136,0.082226745
200.0826498,567.97969,72.9615486,1.26327765,17.56593,0.067509672,0.073028139
199.9233438,573.25751,85.404923,1.40922911,17.16388,0.078025264,0.061740255
199.7637224,574.13471,95.517577,1.47958055,16.90072,0.084426664,0.056263718
199.6037855,575.67712,99.39407,1.46335235,16.83493,0.085336584,0.055802922
199.4438486,580.73564,105.131689,1.48769465,16.87148,0.085145576,0.056220026
199.2832808,583.14794,114.783813,1.54720536,16.90803,0.085660696,0.055915988
199.122082,588.64506,107.146325,1.33057351,16.96651,0.080095896,0.060950599
198.9608833,602.277479,102.44965,1.16836461,17.13464,0.073508752,0.067891346
198.8009464,600.7358,103.815889,1.26231273,17.45628,0.069530296,0.071952297
198.6410095,594.14218,94.56947,1.40685336,17.79985,0.067713464,0.072861282
198.4810726,575.370831,81.880772,1.48979262,18.02646,0.066873104,0.072769201
198.3208202,554.573881,76.734532,1.39390004,18.08494,0.06342932,0.077419908
198.1608833,551.93424,74.278372,1.31980588,18.2019,0.05978024,0.084041739
197.9990536,545.77922,73.0319439,1.28392109,18.32617,0.05709748,0.089990973
197.8375394,570.712899,62.019502,1.34259115,18.275,0.059410256,0.085634361
197.6776025,581.39354,60.2728506,1.44118843,17.94605,0.066650512,0.073252312
197.5176656,590.62607,69.445731,1.52895229,17.62441,0.073545224,0.063869702
197.3580442,596.67144,83.219233,1.58461063,17.19312,0.081121248,0.055531065
197.1981073,571.598871,88.375707,1.55063375,17.44166,0.076696856,0.058715604
197.0381703,561.60537,88.017517,1.46228509,17.52938,0.073003032,0.062302684
196.8760252,551.71494,82.347881,1.37807389,17.69751,0.06831168,0.067975988
196.7141956,543.57891,69.2522353,1.34066862,17.97529,0.063454512,0.074802339
196.5539432,545.34062,67.9890673,1.35076373,18.03377,0.062936384,0.075570932
196.3943218,553.90794,83.537949,1.39209447,17.8364,0.066797528,0.070067695
196.2347003,562.26327,84.844977,1.44905399,17.52207,0.072731936,0.062565067
196.0750789,560.94747,91.271198,1.50788487,17.28815,0.077663176,0.05701759
195.9154574,552.37284,100.043929,1.55743205,17.1785,0.080724568,0.054044383
195.7526814,527.972791,114.481179,1.58735919,17.19312,0.081197576,0.053744807
195.5899054,508.074971,112.124435,1.46517985,17.33201,0.075983584,0.058807998
195.429653,499.60926,113.433656,1.2312233,17.51476,0.06779656,0.06846505
195.2700315,487.490011,107.160214,1.11809374,17.71944,0.061646704,0.078277763
195.1126183,465.969371,100.957679,1.16200491,17.93143,0.058961312,0.084793419
194.9586751,462.67183,90.263149,1.19392037,18.08494,0.057828424,0.089774865
194.8050473,463.66599,77.978694,1.1119972,18.07763,0.05556716,0.098762139
194.6511041,488.022179,74.144599,1.0426253,17.89488,0.05683428,0.101448612
194.4971609,519.615999,60.9204435,1.1282985,17.6171,0.06374704,0.093327336
194.3400631,527.08755,61.4488103,1.27846783,17.33932,0.072042352,0.084375297
194.1820189,559.842929,71.0150418,1.34646545,17.15657,0.076868312,0.082023948
194.0217666,582.233459,76.04593,1.3899234,17.1054,0.078725752,0.083568024
193.8599369,587.98716,69.8745356,1.4686521,17.13464,0.079780808,0.08611434
193.6968454,590.18747,63.7065769,1.44398085,17.20774,0.077902312,0.092205297
193.5318612,577.878161,65.5808609,1.33240101,17.28084,0.074250976,0.100761921
193.3662461,577.50462,69.5658343,1.2722324,17.28815,0.072865416,0.104386428
193.1987382,577.65813,65.3898506,1.28125294,17.20043,0.07468864,0.102492351
193.0312303,585.12895,63.1279173,1.34892161,17.1054,0.07787712,0.098163144
192.8665615,595.01938,65.4443101,1.40457995,17.06154,0.079851496,0.096013026
192.7018927,597.70946,69.2093256,1.39924365,17.08347,0.079329232,0.099133281
192.540694,592.38778,70.5231519,1.35855619,17.14926,0.07725484,0.105495939
192.3804416,571.606181,67.4334342,1.29691827,17.23698,0.074334072,0.111271347
192.2208202,559.84366,59.5952136,1.25177902,17.30277,0.072164552,0.115465878
192.0615142,549.73393,57.1195359,1.25301441,17.27353,0.072734192,0.11433366
191.9006309,524.895281,60.3936118,1.28596058,17.1054,0.076558864,0.106892811
191.7369085,523.35214,63.2603014,1.3018379,16.93727,0.0800316,0.099071424
191.5728707,526.21035,65.8008188,1.27596781,16.93727,0.079480384,0.097044237
191.4059937,529.50716,65.300961,1.23316045,17.09078,0.075710232,0.100189548
191.2388013,521.80973,61.285578,1.13696085,17.28815,0.069993152,0.107506683
191.0801262,501.591001,61.4039269,1.00253726,17.48552,0.063447368,0.119089602
190.9217666,493.23494,66.2082782,0.93607474,17.63903,0.05918992,0.127452042
190.7630915,473.447501,79.41584,0.95545355,17.66827,0.05908652,0.123384357
190.6129338,470.58856,86.711951,1.01431367,17.57324,0.062104672,0.114101109
190.462776,482.678569,84.852287,1.1275675,17.41973,0.06736604,0.102285639
190.3126183,505.324949,81.062052,1.26571919,17.31008,0.072319464,0.092690757
190.1621451,532.722829,74.442847,1.3325399,17.31739,0.073568536,0.089247123
190.0113565,544.23681,70.7479344,1.32660418,17.44166,0.07112228,0.090752832
189.8608833,548.85673,64.287064,1.30533208,17.63172,0.06713856,0.094693671
189.7063091,542.48241,60.6431752,1.28731293,17.79985,0.064336608,0.095591772
189.5520505,525.750551,54.2189279,1.23981255,17.96798,0.06070708,0.096346584
189.3977918,512.797231,50.8311084,1.13351784,18.23114,0.054153776,0.104777145
189.2413249,498.842441,47.421432,1.02131665,18.54547,0.046827416,0.118403694
189.084858,470.589291,48.8773647,0.95712023,18.73553,0.042554176,0.125622171
188.9283912,451.802591,46.4774917,0.9465719,18.7136,0.042533496,0.119679201
188.7712934,442.44506,39.9435213,0.95228832,18.65512,0.043442664,0.1128303
188.6141956,437.39385,38.2166069,0.95472986,18.66243,0.043418976,0.11371509
188.4570978,440.90996,33.3582347,0.98106779,18.69167,0.043795728,0.11829564
188.3,443.84858,33.789744,1.01527128,18.6405,0.045424184,0.1198773
188.1425868,450.14249,41.2528885,1.04156535,18.46506,0.048450608,0.117984789
187.985489,461.35603,47.3698965,1.11617121,18.21652,0.05385072,0.111128058
187.8283912,474.323239,47.9919775,1.24630383,18.02646,0.060102096,0.105119316
187.6712934,481.81672,48.1603268,1.31890675,17.67558,0.066929504,0.099751851
187.5138801,501.362929,57.8967351,1.32555154,17.09078,0.07766092,0.087904278
187.3567823,536.765259,67.0620131,1.35928719,16.85686,0.082748576,0.083755161
187.1996845,546.43712,66.8621577,1.42222629,16.98113,0.08172548,0.088623855
187.0425868,555.95474,55.4743473,1.46634945,17.3247,0.076141504,0.099899055
186.8851735,556.98545,47.118067,1.46308188,17.41973,0.074541248,0.105708132
186.7280757,543.798941,43.0709586,1.43185356,17.37587,0.074485976,0.106866972
186.5709779,539.6242,43.2942791,1.40742354,17.20043,0.077294696,0.102193245
186.4138801,531.48817,43.3438409,1.39748925,17.14926,0.078053464,0.100530153
186.2564669,541.1593,43.4542219,1.37329315,17.4709,0.071521216,0.111102219
186.0993691,544.01751,45.5662271,1.32220356,17.20774,0.075403792,0.101479932
185.9422713,568.863469,48.1015544,1.3974527,16.58639,0.088632224,0.079963092
185.7851735,582.708609,48.6716613,1.22682268,16.57908,0.085070752,0.081174393
185.6277603,573.91541,56.7648547,1.03353897,16.87879,0.075218424,0.091034712
185.4706625,544.018241,58.0237829,0.9958413,17.27353,0.067162248,0.10042758
185.3135647,480.261883,49.7946235,1.08665343,17.55862,0.063932784,0.101425122
185.1564669,456.349411,45.2314291,1.20525818,17.62441,0.065219456,0.097469406
184.9990536,456.07821,47.1416783,1.27399411,17.56593,0.067723616,0.093941991
184.8419558,482.678569,49.2044872,1.28435238,17.55862,0.068072168,0.09641079
184.684858,508.402459,49.9310281,1.26318262,17.58786,0.06709344,0.101714049
184.5252366,514.14154,47.5548395,1.2486942,17.56593,0.067203232,0.105331509
184.3656151,514.77751,48.3598167,1.25656707,17.47821,0.068997504,0.10475757
184.2047319,521.37113,49.3427193,1.26004663,17.41242,0.070293576,0.104236092
184.0422713,524.01004,48.6547021,1.24514885,17.38318,0.070527072,0.104423229
183.8798107,524.66794,48.363691,1.22835047,17.33932,0.070989552,0.102949623
183.7179811,530.16506,53.3369033,1.25204218,17.23698,0.073389936,0.097239204
183.555836,540.94,53.2739642,1.32156759,17.09809,0.07743908,0.089336385
183.3949527,552.15354,52.4321446,1.40998935,17.04692,0.080233512,0.084080106
183.2356467,561.73695,65.1736939,1.46469008,17.12002,0.079971816,0.083135808
183.0760252,571.94171,70.1760731,1.46651758,17.25891,0.077385688,0.084770712
182.9179811,579.41253,65.5055679,1.43776735,17.40511,0.074051696,0.087721839
182.7599369,575.89642,63.0804023,1.38413388,17.51476,0.070989552,0.089717706
182.6022082,565.96944,64.4217142,1.31288331,17.58055,0.068243624,0.091276659
182.444795,557.86996,70.1121106,1.28191815,17.6171,0.066931384,0.092948364
182.2876972,558.30856,64.9320984,1.27851169,17.67558,0.0657718,0.094428234
182.1302839,561.38607,62.0636544,1.30126041,17.73406,0.065627416,0.093224763
181.9728707,560.24571,57.9610631,1.29252496,17.75599,0.065079584,0.093707091
181.8157729,554.13455,60.3967551,1.27367247,17.77792,0.064242608,0.095233158
181.6583596,549.51463,62.4225023,1.26085073,17.85833,0.062786736,0.099016614
181.5012618,550.17253,68.4087344,1.29935981,17.90219,0.063286064,0.099614826
181.344164,559.40506,73.559799,1.36524484,17.81447,0.06634144,0.094882374
181.1867508,568.19899,76.229411,1.43076437,17.68289,0.069990896,0.089247123
181.029653,561.16677,73.488892,1.48539931,17.65365,0.071922408,0.086706288
180.8722397,552.81144,73.0979532,1.44671479,17.77061,0.069224232,0.08992755
180.715142,541.91954,74.260828,1.3507418,17.9095,0.064632144,0.09666918
180.5577287,526.868981,69.6743147,1.28274418,17.94605,0.062219728,0.099971874
180.4006309,525.99105,65.8983342,1.23601135,17.9095,0.061385008,0.10117143
180.2432177,529.28786,66.1070347,1.33586595,17.91681,0.064115144,0.095813361
180.0861199,527.30685,67.9088766,1.28421349,18.04108,0.060971408,0.102910473
179.9287066,503.608561,67.5786839,1.19173468,18.24576,0.05560852,0.118153134
179.7697161,474.544001,66.7495837,1.09804972,18.38465,0.051112312,0.137821311
179.607571,457.621351,71.6588335,1.04279343,18.37003,0.04972224,0.151305354
179.4422713,454.5358,61.4203744,1.09796931,18.26038,0.05274716,0.149219442
179.2709779,462.67183,85.282115,1.20465145,18.17266,0.05695272,0.144022671
179.0993691,475.427049,119.381803,1.29595335,18.15804,0.05971068,0.140717628
178.9277603,486.63401,145.493123,1.3486219,18.0557,0.06257204,0.141559353
178.7662461,516.830889,149.918597,1.37586627,17.71944,0.067943576,0.134701056
178.6047319,558.087798,131.147979,1.4062978,17.27353,0.075893344,0.119867121
178.4463722,580.515609,100.764695,1.45006277,16.98113,0.08229324,0.107339904
178.2943218,587.98716,77.670943,1.51757062,16.92996,0.084635344,0.103496157
178.1425868,585.626761,67.77101,1.52974908,17.06154,0.082385736,0.106039341
177.9930599,578.817496,60.364518,1.46928807,17.25891,0.077438704,0.102609801
177.8457413,559.783718,51.9056784,1.38093941,17.4709,0.071671616,0.104220432
177.6981073,546.889609,47.4436544,1.29092407,17.73406,0.065330376,0.106653996
177.5403785,525.225693,51.6178106,1.16259702,18.04108,0.057512584,0.108820557
177.3810726,497.216697,64.7552695,1.01695258,18.22383,0.050867536,0.109151766
177.2211356,471.810061,81.022578,0.97059256,18.17997,0.050106136,0.095356089
177.0580442,471.883161,93.457619,1.09936552,18.03377,0.055773584,0.072179446
176.8952681,483.796999,112.70558,1.3014724,17.96798,0.06244984,0.040658684
176.7359621,494.487143,140.691184,1.38906813,18.07763,0.063390968,0.03132
176.5810726,492.75979,157.420119,1.30433792,18.46506,0.055764936,0.03132
176.426183,477.490662,154.917175,1.22497325,18.96945,0.046799216,0.03132
176.2716088,450.093513,150.153979,1.28583631,19.21799,0.04503728,0.040993808
176.1173502,422.113026,156.949355,1.35938953,19.13758,0.048047536,0.048697119
175.9577287,412.369527,175.003593,1.27770028,19.03524,0.047304184,0.069733902
175.792429,412.449937,191.464982,1.16453417,19.10103,0.043435144,0.098269632
175.6264984,413.647315,188.579725,1.15800634,19.17413,0.04228872,0.148889799
175.4577287,415.918532,154.823607,1.13430001,19.04255,0.043410704,0.173363247
175.2886435,417.836676,103.035912,0.983926,18.75015,0.043122688,0.19703412
175.1283912,416.489443,63.958114,0.81819368,18.55278,0.040757648,0.232020909
174.9694006,411.230629,56.6910968,0.73665063,18.62588,0.037352178,0.135506763
174.8116719,403.275156,72.4336935,0.75441393,18.77939,0.036074154,0.171112905
174.6545741,401.438884,94.573856,0.86523353,18.77208,0.039452552,0.176397372
174.4971609,399.867234,121.356965,1.02614856,18.69898,0.044969976,0.166064904
174.3381703,421.352786,179.096462,1.16127391,18.77939,0.047635064,0.167611329
174.1791798,456.58991,288.524238,1.2259601,19.05717,0.045644144,0.188699868
174.0236593,469.738407,407.07197,1.24113566,19.18875,0.044268736,0.204885261
173.8681388,475.963603,468.769832,1.2633873,18.90366,0.048707792,0.185863059
173.7113565,481.413208,469.103899,1.28065352,18.81594,0.050356928,0.178313373
173.5536278,482.637633,460.432777,1.20045551,18.79401,0.048499864,0.183017637
173.3952681,484.706363,455.665195,1.02870706,18.72091,0.044756408,0.192967218
173.2353312,479.775768,411.680194,1.10696792,18.61857,0.048276896,0.16074207
173.0753943,471.883161,324.781838,1.07542527,18.61126,0.047493688,0.144915291
172.918612,451.23168,257.121209,1.00878,18.89635,0.04192964,0.14529348
172.7621451,434.714735,260.373428,0.9220103,19.21068,0.035539934,0.152976276
172.6037855,421.132755,345.528349,0.87262394,19.35688,0.032377247,0.151230969
172.4444795,413.42436,470.165311,0.90062124,19.40805,0.032480158,0.151922358
172.2845426,434.534909,529.451604,0.9820985,19.15951,0.037811312,0.128455848
172.1236593,439.14825,477.389784,1.11957036,18.77208,0.046595424,0.105780951
171.9624606,443.68045,370.722264,1.22354049,18.44313,0.053843952,0.093414249
171.8056782,435.19354,276.032179,1.28506876,18.24576,0.058214952,0.088385823
171.6488959,422.438321,214.636951,1.29747383,18.14342,0.059949816,0.085361094
171.4902208,418.70218,189.890408,1.26387707,18.15073,0.058912432,0.086213781
171.3309148,414.86443,179.686379,1.22108433,18.275,0.056037912,0.075572733
