Reference,Track_1,Track_2,Track_3,Track_4,Characteristic_1
80.09463722,563.691644,89.125713,1.77043083,16.8735999,0.09481028
79.88958991,559.825385,87.336225,1.71797427,16.8803982,0.093718752
79.69053628,556.295386,87.671023,1.7309349,16.890486,0.09433464
79.60347003,542.866916,88.00509,1.74390284,16.9005738,0.09510732
79.51671924,519.819217,97.403557,1.70387328,17.1513068,0.09110292
79.36498423,496.271514,106.802755,1.66385103,17.4020398,0.087210568
79.17634069,473.372939,105.462101,1.43528926,17.891956,0.073777216
78.98864353,451.899814,104.122178,1.20672749,18.3817991,0.05758628
78.80347003,430.086774,104.671159,0.85821593,19.0621408,0.04283016
78.62776025,407.938205,105.219409,0.509696329,19.7424094,0.026546653
78.53722397,395.688838,113.662459,0.455605984,19.8413868,0.024120814
78.44637224,393.771425,122.105509,0.401515639,19.9402911,0.020976326
78.3022082,393.06601,124.557283,0.491371621,19.7697488,0.025442867
78.15678233,392.86133,127.009788,0.581228334,19.5992065,0.030074322
77.99936909,392.37887,118.867179,0.74429689,19.4250823,0.036645712
77.83974763,392.4739,110.72457,0.90736837,19.250885,0.042826024
77.67570978,393.142034,119.188088,1.02443802,19.1619223,0.047228232
77.51041009,393.888385,127.652337,1.14150036,19.0730327,0.051381152
77.33785489,394.280201,120.617924,0.95280002,19.3747895,0.044162328
77.16088328,394.087217,113.584242,0.76409968,19.6765463,0.035969438
76.98328076,394.022158,94.909385,0.696441244,19.6972336,0.035780874
76.8044164,393.87742,76.235259,0.628785001,19.7178478,0.034796318
76.62555205,392.799926,88.697347,0.728491939,19.4439421,0.039176944
76.44700315,391.214387,101.160166,0.82820107,19.1700364,0.043635928
76.2681388,389.617883,108.995755,0.86275544,19.1494953,0.044601496
76.08927445,387.621522,116.830613,0.89730981,19.1289542,0.045550144
75.91072555,385.4563,113.276491,0.73640209,19.2913824,0.040545208
75.73280757,383.522074,109.7231,0.575496563,19.4538106,0.035534331
75.55772871,382.026448,105.874385,0.58368888,19.6913856,0.032846082
75.48201893,381.439455,102.02567,0.591880466,19.9288875,0.030153057
75.40630915,381.33346,92.3984,0.592530325,19.8190913,0.031198826
75.26876972,381.612702,82.77113,0.593180184,19.7092951,0.032285578
75.12492114,382.66388,82.9685,0.683175056,19.8323955,0.033027163
74.96782334,384.88612,83.166601,0.77317139,19.955569,0.033765364
74.80694006,387.879565,80.624183,0.79231628,19.6936517,0.036716964
74.63564669,392.375946,78.081034,0.81146117,19.4317344,0.039702216
74.45962145,397.905961,75.948707,0.92338458,19.2588529,0.044404096
74.28201893,406.035412,73.81638,1.03530799,19.0858983,0.048933768
74.10347003,416.860791,79.089814,0.99519071,19.2147736,0.047856152
73.92460568,431.071431,84.363248,0.95507343,19.3435758,0.045445992
73.74574132,448.268937,88.323806,0.84790883,19.1064394,0.04672176
73.56687697,466.296859,92.284364,0.74074423,18.8692299,0.048203952
73.38832808,484.423466,99.678429,0.87146165,18.2780702,0.060049456
73.20977918,501.567609,107.073225,1.00217907,17.6869105,0.072108152
73.03343849,516.163486,119.911047,1.27049993,17.3819373,0.08210336
72.86403785,527.375564,132.748869,1.53881348,17.0770372,0.092056456
72.7829653,534.513048,130.348265,1.6467968,17.0745518,0.094427888
72.70189274,536.900494,127.94693,1.75478012,17.0721395,0.097003112
72.55962145,536.69289,127.392101,1.70113203,17.1632221,0.094363592
72.41451104,534.314216,126.836541,1.64748394,17.2542316,0.091481552
72.25741325,530.844159,126.576305,1.55663526,17.3572295,0.087155672
72.09810726,526.752752,126.315338,1.46578658,17.4601543,0.082555312
71.92902208,522.875528,125.011234,1.47651035,17.4448764,0.082662848
71.75615142,520.20884,123.70713,1.48724143,17.4295985,0.08296816
71.58012618,519.428863,115.862769,1.48275309,17.5698043,0.08020456
71.40189274,520.161325,108.017677,1.47825744,17.7100101,0.077568048
71.22334385,521.98517,97.37651,1.39778165,17.7577444,0.075440264
71.0444795,524.986656,86.734612,1.31729855,17.8054787,0.073782104
70.8659306,528.697943,93.87502,1.39392928,17.5961203,0.07811212
70.68706625,531.902647,101.014697,1.4705527,17.3866888,0.082935824
70.50914826,533.606608,97.5154,1.57879187,17.2657814,0.086759368
70.33375394,533.086867,94.016834,1.68703104,17.1448009,0.090444544
70.16908517,530.715503,97.007355,1.71197276,17.0409258,0.092227912
70.0829653,528.014458,99.998607,1.73691448,16.9370507,0.093010368
69.99684543,524.893819,98.732515,1.68657051,16.9878552,0.09008584
69.85047319,522.347746,97.466423,1.63621923,17.0386597,0.087389168
69.70410095,521.589699,93.76537,1.48803822,17.338589,0.082079672
69.54605678,521.957392,90.065048,1.33985721,17.6385183,0.074747672
69.38675079,524.172322,94.600172,1.21598926,17.7733147,0.070897432
69.21892744,530.404097,99.135296,1.09212862,17.9081842,0.06691484
69.04858044,539.132237,100.391885,1.32974748,17.4947306,0.077316504
68.84195584,548.869157,101.648474,1.56737365,17.0813501,0.088599512
68.6148265,558.62289,97.574611,1.68668747,16.7988186,0.095781864
68.38927445,567.497961,93.500748,1.8060086,16.5162871,0.103032272
68.27791798,576.156656,83.95535,1.83084067,16.4837576,0.10408056
68.16624606,583.982011,74.409952,1.85567274,16.4512281,0.104549808
68.05899054,588.80588,70.3126239,1.83095763,16.5752057,0.102931128
67.95804416,590.67724,66.2150765,1.80624252,16.6992564,0.101511728
67.85678233,591.083676,65.6754523,1.79400558,16.7166542,0.100681144
67.6659306,589.563196,65.1359012,1.78177595,16.7341251,0.099834392
67.44574132,587.013468,68.8993085,1.7978214,16.6724287,0.10067588
67.23911672,582.167669,72.6627158,1.81387416,16.6107323,0.101592192
67.12334385,575.642032,75.167999,1.85007328,16.6241096,0.101643704
67.00757098,568.701187,77.673136,1.8862724,16.6374869,0.101883216
66.89179811,561.295426,73.559799,1.8352486,16.7073705,0.09888424
66.77665615,552.798282,69.446462,1.7842248,16.777181,0.09521636
66.66119874,543.671016,71.920166,1.75058418,16.9749896,0.091235272
66.46719243,534.80691,74.39387,1.71695087,17.1728713,0.086602576
66.2615142,527.472056,83.187069,1.53760002,17.3445101,0.080103792
66.07791798,520.969811,91.980268,1.35825648,17.516222,0.07352868
65.96277603,514.037738,95.086287,1.30171363,17.5585469,0.071775392
65.84731861,507.619558,98.191575,1.24517078,17.6009449,0.07023116
65.72271293,502.340276,95.986148,1.29481299,17.4907832,0.073259464
65.59242902,497.903837,93.780721,1.3444552,17.3806215,0.075210904
65.46182965,493.416959,89.471476,1.36694807,17.4574496,0.075239104
65.26182965,489.435202,85.162962,1.38944094,17.5342777,0.07514548
65.06119874,486.654478,82.65417,1.2560773,17.8287976,0.068801608
64.87444795,485.945408,80.146109,1.12271366,18.1233906,0.061994128
64.7126183,486.365002,75.218438,0.9206945,18.5588473,0.051352952
64.55078864,489.22175,70.2908401,0.718677533,18.994304,0.040306448
64.38895899,494.813169,69.2056706,0.85214863,18.5975903,0.04922968
64.22712934,502.016443,68.1205011,0.98562192,18.2008035,0.057972432
64.06529968,510.275281,69.6792855,1.25174978,17.8046015,0.0697104
63.90283912,510.821338,71.2379968,1.51788495,17.4084726,0.081357752
63.73974763,502.784724,70.6274656,1.56393795,17.2220676,0.085884792
63.57665615,497.71597,70.0168613,1.60998364,17.0357357,0.09028888
63.41356467,494.306586,69.9658375,1.59826571,17.0946543,0.0841582
63.25047319,486.351844,69.9148137,1.58654778,17.1535729,0.079683424
63.0873817,474.977484,65.0295407,1.39793516,17.3601535,0.075409056
62.92429022,461.024156,60.1443408,1.20932985,17.5667341,0.072448056
62.7615142,453.259474,55.9084151,0.9221565,18.0339893,0.060720992
62.59842271,452.697335,51.6724163,0.634980957,18.5012445,0.047923832
62.43533123,447.786477,45.3025554,0.553419632,18.847373,0.040466624
62.27223975,438.983044,38.9326214,0.471857576,19.1934284,0.032723957
62.10883281,432.489571,41.5750402,0.558350227,19.0130176,0.036454666
61.94574132,429.987358,44.2173859,0.644842147,18.8325337,0.04020944
61.78264984,430.634293,45.7382314,0.701600642,18.737723,0.042733528
61.61955836,433.232267,47.2590038,0.75836133,18.6428392,0.045137672
61.45646688,436.769576,48.5733418,0.75006448,18.590061,0.046837944
61.29337539,441.254992,49.8876798,0.74176763,18.5372828,0.04803776
61.13028391,446.23164,56.406884,0.79641719,18.3555562,0.051543208
60.96719243,452.59134,62.9260882,0.85105944,18.1737565,0.054915176
60.80410095,458.653523,68.8563257,0.94222245,18.0072347,0.05878384
60.64100946,463.721546,74.786417,1.03337815,17.8407129,0.062552864
60.47791798,468.991325,68.1158958,1.12063762,17.8901285,0.064977688
60.3148265,474.655844,61.4452284,1.20788978,17.9395441,0.066523048
60.15141956,480.7056,62.1244005,1.14601063,17.9947346,0.064383608
59.98832808,486.946878,62.8036457,1.08413148,18.0499982,0.062196792
59.82523659,492.490051,66.5427107,1.13040378,17.757452,0.0676142
59.66214511,496.841694,70.2817757,1.17667608,17.4649058,0.073168848
59.49905363,500.69845,71.0477175,1.29530276,17.3923175,0.076540816
59.33596215,503.89292,71.8135862,1.41392944,17.3197292,0.080055288
59.17287066,506.231389,68.4203573,1.34069786,17.4149054,0.076696104
59.01009464,507.960935,65.0270553,1.26746628,17.5100085,0.073554248
58.84763407,509.275273,61.9980837,1.27794882,17.5107395,0.073267736
58.68548896,510.221918,58.9691121,1.28843136,17.5114705,0.072743968
58.52839117,511.292833,59.9811085,1.28518572,17.5700967,0.072390528
58.38201893,512.744599,60.9930318,1.28194739,17.6286498,0.072008512
58.23596215,514.746077,64.9005923,1.34729879,17.4611046,0.07517744
58.09242902,517.009984,68.8080797,1.4126575,17.2935594,0.07851632
57.95457413,519.289242,66.7776541,1.49050169,17.1622718,0.081581472
57.829653,521.330925,64.7471554,1.56833857,17.0309111,0.08455112
57.7148265,523.087518,61.028997,1.55219809,17.031569,0.084472912
57.52870662,524.627735,57.3109117,1.53605761,17.0322269,0.084372144
57.33690852,525.695726,63.7930542,1.54705185,17.0531335,0.084508256
57.2170347,526.28345,70.2752698,1.55804609,17.073967,0.084805672
57.10473186,526.67819,75.890227,1.57009297,17.1837632,0.08271624
57.00599369,527.469863,81.505769,1.58214716,17.2936325,0.08084376
56.89716088,528.912126,78.54595,1.51260713,17.3375656,0.079201392
56.7829653,529.998392,75.5854,1.4430671,17.3814256,0.07733756
56.59810726,530.659947,74.84709,1.57071432,17.217974,0.082848216
56.41892744,530.36243,74.10878,1.69836885,17.0545224,0.08847468
56.29873817,529.115344,75.610985,1.73630044,16.9333957,0.090945
56.18801262,526.228625,77.11319,1.77423203,16.8123421,0.092357632
56.08958991,521.112356,80.423889,1.71700204,16.9046674,0.089768496
55.97381703,513.613027,83.733857,1.65977936,16.9969927,0.08689924
55.8511041,504.739418,82.790867,1.46137134,17.336396,0.078231688
55.66656151,493.802196,81.847146,1.26295601,17.6757993,0.0683098
55.49463722,481.336453,78.792297,1.07123664,17.924851,0.060996976
55.36246057,469.092934,75.737448,0.87952458,18.1739027,0.053769504
55.22839117,457.761703,73.239621,0.7326813,18.4198111,0.047075952
55.09305994,449.636638,70.7420864,0.585846792,18.6657195,0.040428272
54.77570978,444.870518,68.5055188,0.533757194,18.8793908,0.036158942
54.42744479,443.244043,66.2689512,0.481668327,19.0931352,0.031908262
54.21514196,445.443622,70.9131404,0.519075059,19.0054883,0.034088987
54.01829653,454.037258,75.557622,0.55648106,18.9178414,0.036221471
53.8466877,467.272013,87.258739,0.82876394,18.5896224,0.046651072
53.69589905,483.519219,98.959125,1.10104682,18.2614765,0.056741784
53.5555205,500.484267,96.254425,1.31491549,17.7297471,0.070449616
53.41545741,516.716122,93.548994,1.52879147,17.1980908,0.08425032
53.19053628,532.432622,87.334032,1.65983053,16.9910716,0.090875064
52.95867508,547.165196,81.118339,1.79086959,16.7841255,0.097332112
52.74605678,558.347303,76.130726,1.85635988,16.7292274,0.099355368
52.61545741,565.098088,71.142382,1.92184286,16.6743293,0.10130004
52.48485804,569.044757,69.8522401,1.92098759,16.6972827,0.101012776
52.3615142,569.396368,68.5620982,1.92013232,16.7202361,0.100526984
52.2466877,567.603956,67.4562414,1.84465657,16.8983808,0.097155392
52.1318612,562.258884,66.3504577,1.76918082,17.0765986,0.093865392
51.99747634,553.831185,71.6953104,1.60628478,17.1521109,0.088312248
51.85520505,542.290888,77.04009,1.44338874,17.2276232,0.082369192
51.71324921,528.519579,78.92607,1.38422891,17.3030624,0.079021288
51.49242902,512.800155,80.81205,1.32507639,17.3785016,0.076082472
51.27003155,495.925751,99.18208,1.14619338,17.9290908,0.063366904
51.05394322,478.231165,117.552841,0.96731768,18.47968,0.05046108
50.85835962,461.123572,115.586451,0.712572221,18.8504432,0.040024448
50.66561514,445.343475,113.620061,0.457826762,19.2211333,0.029599171
50.48391167,430.920114,106.966499,0.438934798,19.2009577,0.029525626
50.30283912,418.800134,100.312206,0.420042103,19.180709,0.029596652
50.12460568,408.700638,88.951735,0.539043055,19.2834876,0.030997402
49.9511041,401.424995,77.590533,0.658044007,19.3862662,0.032618526
49.89242902,396.638407,73.0050431,0.704770258,19.5064426,0.032389054
49.83375394,395.044827,68.4196994,0.75149724,19.6266921,0.031748951
49.68044164,395.906676,70.8788565,0.650629474,19.6195283,0.030394261
49.52460568,400.965927,73.338306,0.549761708,19.6123645,0.029140338
49.35709779,409.276666,77.464801,0.514956605,19.4363397,0.030509806
49.18832808,418.981422,81.591296,0.480151502,19.260388,0.031543956
49.02271293,429.276095,75.064928,0.649119959,18.6153536,0.044496968
48.85772871,439.196496,68.53856,0.81809134,17.9703192,0.056143944
48.69463722,448.03721,67.6088742,1.02820267,17.7504344,0.063671088
48.53217666,454.043837,66.6791884,1.23832131,17.5304765,0.071618976
48.36876972,455.472211,72.2993357,1.19585752,17.6883725,0.069438552
48.20473186,453.551143,77.919483,1.15339373,17.8462685,0.067080656
48.04069401,450.135911,80.748453,0.85957559,18.4442996,0.051423264
47.87665615,445.58105,83.576692,0.565756719,19.0422576,0.034646821
47.7126183,440.850018,87.128621,0.434322188,19.1696709,0.028287758
47.54858044,435.7491,90.68055,0.302887657,19.2970111,0.022147979
47.38485804,432.031965,94.426194,0.430564117,19.0332663,0.028237224
47.22082019,430.558269,98.172569,0.558240577,18.7695215,0.034251983
47.05678233,430.099932,93.051914,0.714401914,18.4461271,0.04259892
46.89274448,430.749791,87.931259,0.87056252,18.1226596,0.049216896
46.72870662,432.155504,82.916599,0.7943046,18.3669598,0.045671592
46.56466877,433.675984,77.901939,0.718048142,18.61126,0.041749536
46.40063091,435.505677,77.491848,0.675868711,18.8953997,0.037249305
46.23659306,437.392388,77.082488,0.633688549,19.1795394,0.03263413
46.07255521,438.477192,74.104394,0.79435577,18.8346536,0.041205088
45.90851735,438.443566,71.1268117,0.95502226,18.4897678,0.04950228
45.74479495,437.200866,78.826654,1.01282974,18.3536556,0.052281672
45.5807571,434.298796,86.526277,1.07064453,18.2175434,0.054557224
45.41892744,430.378443,81.926094,0.88710505,18.5850171,0.045826128
45.25899054,425.071383,77.32518,0.703567763,18.9524908,0.037094092
45.10567823,418.629811,78.290831,0.587500314,19.0819509,0.033214975
44.9615142,412.351983,79.255751,0.471433596,19.211411,0.02933458
44.8214511,406.553691,75.091244,0.508274534,19.3703304,0.027851335
44.6851735,401.88187,70.9261522,0.545115472,19.5292498,0.02635666
44.5488959,398.784623,69.0795731,0.549597233,19.6321015,0.025674558
44.41324921,396.94762,67.2329209,0.554078263,19.7349532,0.025124997
44.26782334,396.738554,70.5068506,0.557900662,19.4141904,0.030190882
44.11987382,398.342368,73.780561,0.561723792,19.0934276,0.034250216
43.86845426,400.462268,84.039415,0.609787773,18.9025635,0.036930269
43.60946372,402.781731,94.298269,0.657851754,18.7117725,0.039293128
43.45804416,404.655284,100.082672,0.570313042,18.9312187,0.035122423
43.30946372,405.483507,105.867075,0.482775061,19.1506649,0.030383545
43.17381703,405.582192,97.627243,0.446605912,19.2274199,0.028297534
43.03817035,405.031749,89.38668,0.410437494,19.3041749,0.026479574
42.90252366,403.648697,98.595087,0.427026808,19.1283694,0.028277644
42.76687697,401.906724,107.803494,0.443616122,18.952637,0.030136964
42.63123028,400.12016,127.923538,0.369397692,19.0816585,0.026477882
42.4955836,398.35114,148.044313,0.295179993,19.2107531,0.022640351
42.35993691,397.197622,135.889976,0.246753436,19.3607543,0.018588462
42.22429022,396.834315,123.734908,0.19832761,19.5108286,0.014539619
42.08832808,397.180809,112.881751,0.228581507,19.4296145,0.016275762
41.94321767,398.949098,102.027863,0.258836135,19.3484004,0.018192459
41.7955836,401.664032,89.676887,0.325383451,19.1548316,0.022881367
41.54290221,405.441109,77.325911,0.391930767,18.9613359,0.027203412
41.28391167,410.217463,76.537162,0.447521855,18.9426954,0.02960545
41.13312303,416.595438,75.748413,0.503112212,18.9239818,0.031696424
40.98454259,424.401787,76.60149,0.52809633,18.7789514,0.034870729
40.84921136,432.43036,77.454567,0.553080448,18.633921,0.037894408
40.71356467,439.969163,75.772536,0.681993029,18.397077,0.044912824
40.57791798,446.12199,74.090505,0.81090561,18.1601599,0.052015464
40.44227129,450.776267,78.861011,1.03600975,17.8696605,0.059762192
40.30662461,453.047484,83.632248,1.26111389,17.5791611,0.06710096
40.17097792,452.334028,87.507279,1.05704062,17.8023354,0.06073152
40.03533123,448.343499,91.381579,0.85296735,18.0255097,0.054216568
39.89936909,442.281316,100.11776,0.686031804,18.5201774,0.042893704
39.7637224,433.053172,108.853941,0.519099182,19.014772,0.032059189
39.61892744,421.554542,122.093813,0.409545674,19.271353,0.02545129
39.47160883,409.943338,135.333685,0.299992897,19.527934,0.018666971
39.21766562,399.103339,134.066862,0.233711665,19.730421,0.013838567
38.95835962,389.845224,132.80077,0.167431164,19.9329811,0.00946283
38.80788644,382.459931,117.419068,0.179415178,19.9033025,0.011032366
38.65962145,378.229634,102.038097,0.191399192,19.8736239,0.01256686
38.52334385,378.250833,100.365569,0.240797248,19.7237689,0.015904161
38.38675079,383.109059,98.693041,0.290196035,19.5738408,0.018945474
38.24952681,390.6464,89.678349,0.370891856,19.4484012,0.023154569
38.13375394,400.516362,80.663657,0.451588408,19.3228885,0.026752814
38.04731861,411.910459,81.624191,0.537605909,19.1451824,0.031354076
37.96056782,423.481458,82.585456,0.623624141,18.9674763,0.036013468
37.77381703,433.947916,85.959752,0.77150471,18.685091,0.043294144
37.5785489,442.440674,89.333317,0.91938601,18.4026326,0.050492664
